customer_id,snapshot_date,acquisition_channel,region,tenure_days,recency_days,orders_30d,orders_90d,orders_180d,orders_365d,revenue_90d,revenue_180d,revenue_365d,margin_90d,margin_previous_90d,margin_180d,margin_365d,average_order_value_365d,average_discount_365d,return_rate_365d,category_diversity_365d,active_months_365d,margin_momentum_90d,recent_order_share,future_orders_180d,future_discounted_margin_180d,future_active_180d
C00019,2023-06-30,organic,north,1183,366,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2,6.919058167393485,1
C00020,2023-06-30,affiliate,north,760,122,0,0,2,7,0.0,102.92,586.74,0.0,16.89,16.89,79.75,83.82000000000001,0.1525285714285714,0.14285714285714285,4,6,-16.89,0.0,4,53.30010534516496,1
C00021,2023-06-30,paid_search,west,882,47,0,1,2,7,47.31,76.8,416.12,7.34,3.18,10.52,75.53,59.44571428571429,0.18938571428571427,0.0,4,6,4.16,0.14285714285714285,6,91.61917904887495,1
C00022,2023-06-30,referral,central,671,43,0,1,7,9,49.93,402.32,520.53,7.36,65.48,72.84,95.55,57.836666666666666,0.18644444444444444,0.0,5,5,-58.120000000000005,0.1111111111111111,5,80.0644805602995,1
C00023,2023-06-30,paid_search,central,1184,115,0,0,2,4,0.0,115.52,225.43,0.0,20.439999999999998,20.439999999999998,37.2,56.3575,0.200175,0.0,4,4,-20.439999999999998,0.0,2,-0.7072364516276259,1
C00024,2023-06-30,paid_search,south,564,209,0,0,0,3,0.0,0.0,166.71,0.0,0.0,0.0,30.15,55.57,0.19710000000000003,0.0,3,3,0.0,0.0,2,25.605173193301425,1
C00025,2023-06-30,affiliate,north,825,76,0,1,1,3,56.94,56.94,163.6,5.97,0.0,5.97,22.44,54.53333333333333,0.23370000000000002,0.0,2,3,5.97,0.3333333333333333,0,0.0,0
C00026,2023-06-30,paid_search,north,662,2,3,3,4,10,205.17000000000002,299.1,753.9,42.79,21.31,64.1,152.16,75.39,0.17132,0.0,4,6,21.48,0.3,9,142.65683470701194,1
C00027,2023-06-30,referral,central,1012,159,0,0,2,9,0.0,112.1,683.73,0.0,22.189999999999998,22.189999999999998,152.48,75.97,0.1824,0.0,5,5,-22.189999999999998,0.0,6,137.47758216852347,1
C00028,2023-06-30,organic,central,588,39,0,3,11,19,209.19,762.98,1507.52,50.58,127.03999999999999,177.62,362.75,79.34315789473685,0.1357684210526316,0.0,5,11,-76.46,0.15789473684210525,14,205.69104159650536,1
C00029,2023-06-30,referral,north,819,75,0,1,5,11,68.68,428.46000000000004,830.9200000000001,15.2,93.28,108.48,199.17,75.53818181818183,0.13014545454545454,0.0,4,7,-78.08,0.09090909090909091,7,102.95949807622515,1
C00030,2023-06-30,affiliate,north,1184,70,0,1,4,7,158.12,368.93,572.45,38.43,25.39,63.82,72.5,81.77857142857144,0.188,0.2857142857142857,4,6,13.04,0.14285714285714285,6,83.77347122042787,1
C00031,2023-06-30,referral,central,603,117,0,0,3,11,0.0,306.09000000000003,890.07,0.0,61.22,61.22,106.18,80.91545454545455,0.16765454545454547,0.18181818181818182,4,6,-61.22,0.0,1,11.822175178618682,1
C00032,2023-06-30,paid_search,central,696,20,1,2,2,3,90.28999999999999,90.28999999999999,147.71,13.0,0.0,13.0,22.939999999999998,49.23666666666667,0.24770000000000003,0.0,3,3,13.0,0.6666666666666666,0,0.0,0
C00033,2023-06-30,referral,north,1057,38,0,2,4,8,115.78999999999999,260.67,508.28,22.98,31.16,54.14,98.48,63.535,0.193875,0.0,3,7,-8.18,0.25,7,88.66067628093514,1
C00034,2023-06-30,organic,south,878,50,0,1,2,9,62.67,102.36,476.4,12.36,4.97,17.33,60.980000000000004,52.93333333333333,0.10591111111111112,0.1111111111111111,5,7,7.39,0.1111111111111111,7,86.87826355638512,1
C00035,2023-06-30,affiliate,south,993,116,0,0,3,6,0.0,355.07,502.89,0.0,33.129999999999995,33.129999999999995,60.65,83.815,0.0846,0.16666666666666666,3,6,-33.129999999999995,0.0,8,123.21016729828784,1
C00036,2023-06-30,organic,north,880,4,1,5,10,19,396.5,683.03,1289.4,90.75999999999999,58.709999999999994,149.47,246.88,67.86315789473684,0.1269157894736842,0.05263157894736842,5,9,32.05,0.2631578947368421,8,81.31768961326323,1
C00037,2023-06-30,organic,central,572,20,1,1,4,15,130.73,287.9,1050.82,35.76,35.06,70.82,241.24,70.05466666666666,0.1601466666666667,0.0,5,9,0.6999999999999957,0.06666666666666667,12,121.16281023519025,1
C00038,2023-06-30,paid_search,west,620,54,0,2,2,9,157.28,157.28,892.72,36.129999999999995,0.0,36.129999999999995,178.86,99.19111111111111,0.18541111111111108,0.1111111111111111,5,7,36.129999999999995,0.2222222222222222,6,111.72722833033338,1
C00039,2023-06-30,organic,central,1119,16,1,4,6,12,186.26,327.88,724.21,16.240000000000002,29.34,45.58,72.1,60.350833333333334,0.13069166666666668,0.16666666666666666,5,7,-13.099999999999998,0.3333333333333333,8,97.85513452007599,1
C00040,2023-06-30,paid_search,central,567,10,3,4,9,12,250.42000000000002,561.03,820.76,48.41,56.34,104.75,161.73,68.39666666666666,0.13068333333333335,0.0,4,7,-7.930000000000007,0.3333333333333333,4,37.2109461343331,1
C00041,2023-06-30,affiliate,central,957,19,2,3,5,13,250.9,404.25,1066.75,57.5,36.57,94.07000000000001,242.08,82.0576923076923,0.16493076923076921,0.0,5,10,20.93,0.23076923076923078,2,33.98018928025247,1
C00042,2023-06-30,organic,north,762,23,1,2,3,6,159.51999999999998,218.74,385.36,34.41,10.07,44.480000000000004,70.41,64.22666666666667,0.20896666666666666,0.0,3,5,24.339999999999996,0.3333333333333333,1,16.32718954248366,1
C00043,2023-06-30,affiliate,south,719,68,0,1,2,10,90.31,168.51,789.82,18.77,14.18,32.95,124.16,78.982,0.17221,0.1,5,6,4.59,0.1,4,32.58303805896454,1
C00044,2023-06-30,organic,west,924,11,2,4,4,10,261.01,261.01,695.84,51.370000000000005,0.0,51.370000000000005,135.41,69.584,0.16192,0.0,5,7,51.370000000000005,0.4,4,37.48936357127722,1
C00045,2023-06-30,affiliate,west,943,29,1,1,1,2,30.95,30.95,50.65,2.78,0.0,2.78,2.51,25.325,0.0973,0.0,1,2,2.78,0.5,2,17.09281534404077,1
C00046,2023-06-30,affiliate,north,943,203,0,0,0,3,0.0,0.0,193.92000000000002,0.0,0.0,0.0,31.44,64.64,0.1761,0.0,3,2,0.0,0.0,2,9.711265801610939,1
C00047,2023-06-30,paid_search,central,647,9,2,7,9,12,494.95,607.43,825.79,105.5,20.299999999999997,125.8,166.63,68.81583333333333,0.12655833333333333,0.0,5,7,85.2,0.5833333333333334,8,92.36457407579489,1
C00048,2023-06-30,affiliate,north,994,11,2,2,5,9,102.38,291.19,520.21,21.02,-24.47,-3.4499999999999993,41.32,57.80111111111111,0.1855,0.2222222222222222,5,7,45.489999999999995,0.2222222222222222,3,-3.6857891248218215,1
C00049,2023-06-30,referral,central,1072,9,1,3,4,9,157.73000000000002,250.24,659.24,28.76,23.82,52.58,133.04,73.24888888888889,0.17533333333333334,0.0,4,7,4.940000000000001,0.3333333333333333,3,49.140202611757985,1
C00050,2023-06-30,affiliate,central,1013,48,0,4,8,24,201.32999999999998,512.1,1919.59,43.5,71.26,114.76,435.64,79.98291666666667,0.152425,0.041666666666666664,5,9,-27.760000000000005,0.16666666666666666,13,258.7417004375877,1
C00051,2023-06-30,paid_search,south,1134,28,1,1,3,7,72.48,180.71,480.54,15.51,19.68,35.19,100.88,68.64857142857143,0.10987142857142858,0.0,4,6,-4.17,0.14285714285714285,4,39.08973338784865,1
C00052,2023-06-30,paid_search,north,991,9,2,3,6,14,311.45,425.96,1060.09,83.66,22.23,105.89,276.77,75.72071428571428,0.15717857142857142,0.0,5,9,61.42999999999999,0.21428571428571427,6,103.84085712254362,1
C00053,2023-06-30,affiliate,west,1193,24,1,1,2,3,48.99,80.25,110.49000000000001,-18.85,1.59,-17.26,-13.440000000000001,36.830000000000005,0.19346666666666665,0.3333333333333333,3,3,-20.44,0.3333333333333333,3,25.826567492757672,1
C00054,2023-06-30,organic,north,1211,23,1,2,3,5,154.98,214.22,408.91,31.07,11.89,42.96,83.97,81.78200000000001,0.12056,0.0,3,5,19.18,0.4,1,-20.900618612157075,1
C00055,2023-06-30,affiliate,north,748,46,0,2,5,8,89.43,305.95,464.43,-6.869999999999999,0.5999999999999996,-6.27,18.66,58.05375,0.1864125,0.25,5,7,-7.469999999999999,0.25,2,16.89932809620821,1
C00056,2023-06-30,organic,west,1220,112,0,0,1,4,0.0,39.13,183.42000000000002,0.0,-16.06,-16.06,-27.72,45.855000000000004,0.186675,0.5,3,3,16.06,0.0,2,12.733809397701899,1
C00057,2023-06-30,affiliate,south,862,125,0,0,3,6,0.0,352.85,606.23,0.0,94.78,94.78,156.0,101.03833333333334,0.09331666666666666,0.0,3,5,-94.78,0.0,6,159.7149055663017,1
C00058,2023-06-30,organic,central,707,20,1,1,2,10,36.37,117.87,824.97,5.79,20.02,25.81,195.37,82.497,0.21309999999999998,0.0,5,7,-14.23,0.1,4,63.898094900798384,1
C00059,2023-06-30,organic,south,748,12,1,7,10,25,428.7,685.62,2022.8,96.16,66.75999999999999,162.92,505.55,80.91199999999999,0.125716,0.0,5,10,29.400000000000006,0.28,14,193.8250096885713,1
C00060,2023-06-30,referral,north,951,2,4,5,7,16,429.16,558.34,1202.6100000000001,104.83,29.589999999999996,134.42,289.28,75.16312500000001,0.118875,0.0,5,10,75.24000000000001,0.3125,7,131.077926843916,1
C00061,2023-06-30,referral,north,1135,25,1,2,7,11,176.45999999999998,657.85,882.95,33.57,62.370000000000005,95.94,103.22,80.26818181818182,0.12104545454545454,0.18181818181818182,4,9,-28.800000000000004,0.18181818181818182,10,69.26549418483586,1
C00062,2023-06-30,referral,central,597,160,0,0,1,1,0.0,75.37,75.37,0.0,16.67,16.67,16.67,75.37,0.1072,0.0,1,1,-16.67,0.0,5,98.14823987072592,1
C00063,2023-06-30,referral,central,667,38,0,1,6,12,94.23,529.75,1085.49,26.09,110.67,136.76,275.32,90.4575,0.10600833333333333,0.0,5,9,-84.58,0.08333333333333333,5,123.25092906875891,1
C00064,2023-06-30,paid_search,south,830,257,0,0,0,3,0.0,0.0,164.43,0.0,0.0,0.0,-3.469999999999999,54.81,0.2273666666666667,0.3333333333333333,3,2,0.0,0.0,5,44.9154150911381,1
C00065,2023-06-30,organic,north,1213,116,0,0,2,3,0.0,180.38,237.76999999999998,0.0,39.42,39.42,49.209999999999994,79.25666666666666,0.13316666666666666,0.0,2,3,-39.42,0.0,2,10.497633475698013,1
C00066,2023-06-30,organic,south,1251,14,2,4,6,11,353.1,585.71,1046.85,85.98,59.46,145.44,253.15,95.16818181818181,0.1558090909090909,0.0,5,6,26.520000000000003,0.36363636363636365,5,92.12483365539825,1
C00067,2023-06-30,paid_search,south,1046,87,0,1,4,8,106.4,360.90000000000003,623.02,22.97,53.53,76.5,129.72,77.8775,0.2026375,0.0,4,5,-30.560000000000002,0.125,5,55.381372814603345,1
C00068,2023-06-30,organic,north,1162,7,2,4,4,12,286.25,286.25,792.9399999999999,61.35,0.0,61.35,158.87,66.07833333333333,0.16978333333333331,0.0,5,6,61.35,0.3333333333333333,10,111.63304114519562,1
C00069,2023-06-30,referral,north,648,41,0,2,7,17,156.29000000000002,455.06,1404.81,36.29,66.97,103.26,346.02,82.63588235294117,0.14619411764705884,0.0,5,7,-30.68,0.11764705882352941,5,88.10937077472124,1
C00070,2023-06-30,organic,central,1126,123,0,0,1,5,0.0,57.24,343.55,0.0,12.55,12.55,80.61,68.71000000000001,0.16122,0.0,4,4,-12.55,0.0,6,133.88986518470068,1
C00071,2023-06-30,organic,south,1070,39,0,3,6,8,120.92,374.15,521.25,18.009999999999998,62.269999999999996,80.28,112.22,65.15625,0.1676,0.0,4,4,-44.26,0.375,5,37.158246222611275,1
C00072,2023-06-30,organic,south,564,37,0,3,5,10,160.19,295.56,568.41,27.65,29.83,57.480000000000004,82.41,56.840999999999994,0.17481,0.1,5,5,-2.1799999999999997,0.3,5,1.9175530807377132,1
C00073,2023-06-30,organic,south,679,76,0,1,3,5,43.92,169.99,275.33,-17.5,23.18,5.68,-7.920000000000001,55.065999999999995,0.12798,0.4,2,5,-40.68,0.2,2,13.250797407459508,1
C00074,2023-06-30,organic,central,1117,10,2,5,6,9,311.21,375.8,528.9,68.11,12.52,80.63,72.46000000000001,58.766666666666666,0.20772222222222222,0.1111111111111111,5,6,55.59,0.5555555555555556,7,35.00635551292096,1
C00075,2023-06-30,affiliate,north,997,13,3,7,9,25,432.44,569.5600000000001,1908.82,101.33,35.19,136.52,417.71,76.3528,0.184776,0.04,5,10,66.14,0.28,8,179.06340482698764,1
C00076,2023-06-30,organic,central,900,28,1,5,10,23,258.59000000000003,641.75,1473.9,31.37,78.28,109.65,254.04,64.08260869565218,0.14228260869565218,0.08695652173913043,5,10,-46.91,0.21739130434782608,7,108.86669666946236,1
C00077,2023-06-30,paid_search,north,792,17,2,4,6,15,192.59,342.3,770.73,37.35,36.6,73.95,98.51,51.382,0.19227333333333335,0.13333333333333333,5,9,0.75,0.26666666666666666,5,55.370508941160836,1
C00078,2023-06-30,referral,south,593,7,3,3,4,13,165.98,213.41,838.83,31.67,10.13,41.8,110.09,64.52538461538462,0.13563846153846154,0.15384615384615385,5,6,21.54,0.23076923076923078,8,101.33486956670421,1
C00079,2023-06-30,paid_search,north,641,211,0,0,0,7,0.0,0.0,744.38,0.0,0.0,0.0,177.47,106.34,0.17407142857142857,0.0,4,4,0.0,0.0,2,62.254782289308935,1
C00080,2023-06-30,affiliate,central,563,104,0,0,3,4,0.0,170.63,192.38,0.0,22.279999999999998,22.279999999999998,22.939999999999998,48.095,0.195575,0.0,3,4,-22.279999999999998,0.0,1,8.41329402305012,1
C00081,2023-06-30,paid_search,central,1247,28,1,1,4,7,112.52,328.5,508.57,22.66,38.03,60.69,95.29,72.65285714285714,0.18354285714285715,0.0,5,7,-15.370000000000001,0.14285714285714285,2,36.537211137035385,1
C00082,2023-06-30,organic,central,1104,17,1,2,6,12,82.28,328.66,696.33,14.100000000000001,27.090000000000003,41.190000000000005,110.46000000000001,58.0275,0.11718333333333335,0.08333333333333333,5,8,-12.990000000000002,0.16666666666666666,9,99.04171469379625,1
C00083,2023-06-30,organic,south,866,88,0,1,1,1,47.97,47.97,47.97,-15.27,0.0,-15.27,-15.27,47.97,0.054,1.0,1,1,-15.27,1.0,1,6.851668891855808,1
C00084,2023-06-30,referral,central,1241,11,2,3,8,18,367.08,735.6,1619.28,95.81,89.42,185.23000000000002,415.37,89.96,0.1268111111111111,0.0,5,11,6.390000000000001,0.16666666666666666,10,153.1242148561083,1
C00085,2023-06-30,paid_search,west,1017,24,2,7,11,21,581.34,896.55,1600.49,117.19,81.66,198.85,362.69,76.21380952380953,0.13445714285714286,0.047619047619047616,5,10,35.53,0.3333333333333333,10,161.01165863066026,1
C00086,2023-06-30,organic,west,1164,21,1,8,16,32,541.19,1181.35,2304.25,123.46000000000001,56.45,179.91,411.28000000000003,72.0078125,0.177446875,0.09375,5,12,67.01,0.25,11,186.64007616183966,1
C00087,2023-06-30,paid_search,west,595,36,0,2,3,7,150.95999999999998,242.33999999999997,426.05,32.93,15.85,48.78,76.45,60.864285714285714,0.17634285714285713,0.0,5,6,17.08,0.2857142857142857,2,19.649914972703804,1
C00088,2023-06-30,referral,south,1230,148,0,0,2,5,0.0,139.48000000000002,369.39,0.0,34.98,34.98,87.50999999999999,73.878,0.25578,0.0,3,5,-34.98,0.0,1,23.574544967880083,1
C00089,2023-06-30,affiliate,south,1168,9,2,3,13,33,388.71,1060.9,2845.56,21.150000000000002,156.19,177.34,635.5,86.22909090909091,0.14633333333333332,0.030303030303030304,5,11,-135.04,0.09090909090909091,23,242.09768619448113,1
C00090,2023-06-30,paid_search,south,1134,13,2,2,5,10,143.48,337.95,755.99,35.099999999999994,-39.379999999999995,-4.279999999999999,89.28,75.599,0.18222,0.2,4,7,74.47999999999999,0.2,7,187.25244776256292,1
C00091,2023-06-30,referral,central,1168,38,0,7,9,21,647.29,790.05,1714.22,138.77,33.29,172.06,399.09000000000003,81.62952380952382,0.14857142857142858,0.047619047619047616,5,8,105.48000000000002,0.3333333333333333,8,165.85218812053228,1
C00092,2023-06-30,affiliate,central,861,57,0,1,2,5,70.23,128.31,312.86,12.55,8.82,21.37,55.14,62.572,0.18882,0.0,3,5,3.7300000000000004,0.2,2,19.038455739813628,1
C00093,2023-06-30,paid_search,south,1011,26,1,1,1,4,55.45,55.45,249.97,10.29,0.0,10.29,6.889999999999999,62.4925,0.212575,0.25,3,3,10.29,0.25,4,86.32305763105025,1
C00094,2023-06-30,organic,north,610,14,3,4,5,15,191.24,311.81,910.78,27.41,-29.82,-2.41,115.26,60.718666666666664,0.16362666666666667,0.06666666666666667,5,8,57.230000000000004,0.26666666666666666,10,103.55946664839078,1
C00095,2023-06-30,organic,north,1086,15,1,2,2,9,102.86,102.86,658.74,20.03,0.0,20.03,141.92,73.19333333333333,0.11967777777777777,0.0,4,6,20.03,0.2222222222222222,9,112.38206817909952,1
C00096,2023-06-30,referral,west,884,6,1,3,7,8,284.11,438.59,504.65,55.6,28.139999999999997,83.74,96.66,63.08125,0.1970125,0.0,4,5,27.460000000000004,0.375,4,15.083519872842126,1
C00097,2023-06-30,paid_search,north,795,65,0,2,4,6,106.01,221.38,372.97,18.2,23.46,41.66,76.6,62.16166666666667,0.0831,0.0,3,5,-5.260000000000002,0.3333333333333333,6,83.63876781532258,1
C00098,2023-06-30,paid_search,central,820,81,0,1,6,23,131.12,686.45,1885.19,35.92,148.18,184.1,460.33,81.96478260869566,0.12965652173913042,0.0,5,9,-112.26,0.043478260869565216,11,185.61121256375645,1
C00099,2023-06-30,paid_search,south,695,24,2,4,7,14,293.51,511.18,1065.16,62.68,50.53,113.21,253.10999999999999,76.08285714285715,0.1420357142857143,0.0,5,8,12.149999999999999,0.2857142857142857,6,106.26961738489926,1
C00100,2023-06-30,organic,north,1129,249,0,0,0,1,0.0,0.0,63.44,0.0,0.0,0.0,11.31,63.44,0.1891,0.0,1,1,0.0,0.0,1,0.28159084862995476,1
C00101,2023-06-30,affiliate,west,906,51,0,2,3,5,78.22,107.65,186.18,12.85,1.93,14.78,28.81,37.236000000000004,0.21181999999999998,0.0,4,4,10.92,0.4,1,4.991707449700924,1
C00102,2023-06-30,organic,north,692,3,2,2,3,9,157.5,194.78,559.21,-7.160000000000002,5.13,-2.030000000000002,62.71,62.13444444444445,0.21281111111111112,0.1111111111111111,4,6,-12.290000000000003,0.2222222222222222,2,24.87173120146722,1
C00103,2023-06-30,affiliate,west,646,10,2,3,6,18,197.58,388.18,1085.8799999999999,38.81,40.43,79.24,153.94,60.32666666666666,0.1776111111111111,0.1111111111111111,5,10,-1.6199999999999974,0.16666666666666666,10,52.003229457754934,1
C00104,2023-06-30,paid_search,south,826,284,0,0,0,1,0.0,0.0,55.83,0.0,0.0,0.0,7.63,55.83,0.3197,0.0,1,1,0.0,0.0,0,0.0,0
C00105,2023-06-30,organic,central,801,41,0,2,3,3,86.74000000000001,190.95,190.95,11.96,-28.51,-16.55,-16.55,63.65,0.1533,0.3333333333333333,2,3,40.47,0.6666666666666666,3,-1.5456292789990176,1
C00106,2023-06-30,organic,north,646,71,0,3,4,6,232.34,311.68,414.16,45.08,16.77,61.85,80.05,69.02666666666667,0.1578,0.0,3,4,28.31,0.5,3,39.25003992381754,1
C00107,2023-06-30,affiliate,central,820,206,0,0,0,2,0.0,0.0,247.88,0.0,0.0,0.0,67.92,123.94,0.03985,0.0,2,2,0.0,0.0,6,94.40578813386334,1
C00108,2023-06-30,organic,central,584,3,1,2,5,10,153.35,349.26,591.09,31.01,10.819999999999999,41.83,69.7,59.109,0.17356,0.2,4,7,20.190000000000005,0.2,4,56.00792976202435,1
C00109,2023-06-30,organic,central,1183,7,3,10,18,23,1002.4599999999999,1615.71,1939.62,217.13,127.71000000000001,344.84,422.84,84.33130434782608,0.18980434782608696,0.08695652173913043,5,10,89.41999999999999,0.43478260869565216,13,205.14441164181233,1
C00110,2023-06-30,affiliate,west,1023,90,0,0,2,6,0.0,145.82999999999998,385.68,0.0,24.09,24.09,43.63,64.28,0.11161666666666666,0.16666666666666666,4,4,-24.09,0.0,2,-5.514103607268783,1
C00111,2023-06-30,organic,north,1195,14,1,2,3,7,170.32999999999998,295.25,731.3,39.870000000000005,28.13,68.0,179.9,104.47142857142856,0.19994285714285714,0.0,3,5,11.740000000000006,0.2857142857142857,7,170.05103165936194,1
C00112,2023-06-30,paid_search,west,1210,12,3,5,7,19,363.33,497.04,1189.61,30.980000000000004,28.97,59.95,168.58,62.61105263157894,0.1758263157894737,0.10526315789473684,5,10,2.010000000000005,0.2631578947368421,8,91.63227529910327,1
C00113,2023-06-30,organic,north,932,11,2,3,11,21,119.33,541.08,1206.04,20.14,53.529999999999994,73.67,212.72,57.43047619047619,0.16825238095238096,0.047619047619047616,5,10,-33.38999999999999,0.14285714285714285,13,133.63478943201181,1
C00114,2023-06-30,referral,west,1112,21,1,2,2,5,144.92000000000002,144.92000000000002,368.21000000000004,-1.879999999999999,0.0,-1.879999999999999,40.15,73.64200000000001,0.13662000000000002,0.2,4,4,-1.879999999999999,0.4,6,86.45564531555078,1
C00115,2023-06-30,organic,north,979,26,1,2,8,17,170.92000000000002,637.2,1359.78,49.36,117.65,167.01,346.39,79.98705882352941,0.1810705882352941,0.0,5,9,-68.29,0.11764705882352941,10,140.07171671476345,1
C00116,2023-06-30,organic,central,957,328,0,0,0,1,0.0,0.0,86.36,0.0,0.0,0.0,13.56,86.36,0.0867,0.0,1,1,0.0,0.0,4,43.57939525239512,1
C00117,2023-06-30,organic,central,823,136,0,0,2,9,0.0,89.49000000000001,706.63,0.0,16.92,16.92,69.14,78.51444444444445,0.19314444444444445,0.1111111111111111,4,6,-16.92,0.0,1,11.168343038644787,1
C00118,2023-06-30,organic,north,586,2,1,2,4,10,103.77,372.8,856.15,-4.289999999999999,64.78999999999999,60.5,139.78,85.615,0.21144,0.2,3,8,-69.07999999999998,0.2,2,41.75919406340695,1
C00119,2023-06-30,organic,south,656,70,0,1,1,6,147.17,147.17,470.76,31.47,0.0,31.47,69.4,78.46,0.12421666666666666,0.16666666666666666,3,3,31.47,0.16666666666666666,0,0.0,0
C00120,2023-06-30,organic,central,1000,123,0,0,2,6,0.0,142.57,469.62,0.0,3.1499999999999986,3.1499999999999986,72.22,78.27,0.13413333333333333,0.16666666666666666,4,5,-3.1499999999999986,0.0,4,55.42215429278361,1
C00121,2023-06-30,organic,central,1039,82,0,1,3,12,52.86,194.62,731.67,8.41,25.34,33.75,92.08999999999999,60.9725,0.16074166666666667,0.08333333333333333,5,9,-16.93,0.08333333333333333,4,32.67204028549327,1
C00122,2023-06-30,paid_search,central,714,133,0,0,2,7,0.0,122.89999999999999,465.64,0.0,25.759999999999998,25.759999999999998,85.77,66.52,0.1321142857142857,0.0,4,5,-25.759999999999998,0.0,3,32.98103127088264,1
C00123,2023-06-30,referral,south,1186,5,1,7,10,23,418.19,581.82,1527.07,97.71000000000001,35.760000000000005,133.47,358.87,66.39434782608696,0.17942173913043477,0.0,5,10,61.95,0.30434782608695654,13,256.77061589758824,1
C00124,2023-06-30,organic,north,882,13,1,1,4,7,83.94,419.09999999999997,705.96,-21.67,80.6,58.92999999999999,79.66999999999999,100.85142857142857,0.2219857142857143,0.2857142857142857,4,6,-102.27,0.14285714285714285,11,227.42745082353625,1
